chipset,form_factor,m2_interfaces,manufacturer,memory_max_gb,memory_ram_type,memory_slots,name,sata_ports,socket
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Colorful,128,DDR4,4,Colorful Z790 CVN GAMING FROZEN V20 DDR4 ATX,0,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,ASUS EX-B760M-V5-CSM,4,LGA 1700
AMD B550,ATX,"PCIe 4.0 x4/x2 SSD, SATA and PCIe 3.0 x4/x2 SSD",Gigabyte,128,DDR4,4,B550 VISION D,4,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR4,4,Gigabyte B760M GAMING PLUS WIFI DDR4 Micro ATX,4,LGA 1700
Intel B460,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B460 MAG TORPEDO ATX LGA1200 DDR4 ATX,6,LGA 1200
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI B660 PRO B660M-G LGA1700 DDR4 Micro ATX,4,LGA 1700
AMD X470,ATX,"PCIe 3.0 x4, PCIe 2.0 x4, SATA 6Gb/s",MSI,128,DDR4,4,X470 GAMING PRO,6,AM4
AMD B550,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock B550 Phantom Gaming-ITX/ax DDR4 Mini ITX,0,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B760M AORUS ELITE AX DDR4 Micro ATX,4,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 EAGLE DDR5 ATX,4,LGA 1700
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650 M-C AM5 DDR5 Micro ATX,0,AM5
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,2,Asus H610 PRIME M-A WIFI D4 DDR4 Micro ATX,0,LGA 1700
AMD X670,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus X670 PRIME X670-P AM5 DDR5 ATX,6,AM5
Intel B560,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI B560I MPG GAMING EDGE WIFI LGA1200 DDR4 Mini ITX,0,LGA 1200
Intel Z890,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus Z890 ROG MAXIMUS EXTREME WIFI DDR5 EATX,0,LGA 1851
Intel B660,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus ROG STRIX B660-F GAMING WIFI DDR5 ATX,0,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,192,DDR5,4,ASRock Z790 Steel Legend WiFi DDR5 ATX,0,LGA 1700
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR5,2,Gigabyte B860M GAMING WIFI6 DDR5 Micro ATX,4,LGA 1851
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,128,DDR4,4,Biostar B550 M-SILVER AM4 DDR4 Micro ATX,6,AM4
Intel Z490,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z490 M LGA1200 DDR4 Micro ATX,6,LGA 1200
AMD X870E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI X870E GAMING PLUS WIFI DDR5 ATX,0,AM5
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z590 Phantom Gaming 4/ac DDR4 ATX,6,LGA 1200
AMD B850,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B850M Pro-A WiFi AM5 DDR5 Micro ATX,4,AM5
AMD B850,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS EX-B850M-V9,4,AM5
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",NZXT,192,DDR5,4,NZXT Z790 N7 Z790 LGA1700 DDR5 ATX,0,LGA 1700
AMD B840,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR5,2,Gigabyte B840M EAGLE WIFI6 AM5 DDR5 Micro ATX,4,AM5
AMD X870,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus X870 AYW GAMING WIFI W DDR5 ATX,4,AM5
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock B760M Pro-A D4 WiFi DDR4 Micro ATX,4,LGA 1700
Intel Z790,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI Z790 MEG ACE WIFI DDR5 EATX,0,LGA 1700
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B850M Pro-A AM5 DDR5 Micro ATX,0,AM5
Intel H470,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus TUF GAMING H470-PRO (WI-FI) DDR4 ATX,5,LGA 1200
Intel Z590,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI Z590 MEG Z590I UNIFY DDR4 Mini ITX,4,LGA 1200
Intel B460,Micro ATX,"PCIe x4/x2, SATA and PCIe x4/x2",Gigabyte,128,DDR4,4,GIGABYTE B460M AORUS PRO,6,LGA 1200
Intel Z690,ATX,"PCIe 4.0 x4/x2, PCIe 4.0 x4/x2, PCIe 4.0 x4/x2, SATA / PCIe 4.0 x4/x2",Gigabyte,128,DDR4,4,Gigabyte Z690 GAMING X DDR4 (rev. 1.0),6,LGA 1700
Intel H510,Micro ATX,,ASRock,64,DDR4,2,ASRock H510 H510M-HDV LGA1200 DDR4 Micro ATX,4,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,ASUS EX-B760M-V7 II,4,LGA 1700
AMD X870,Mini-ITX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR5,2,MSI MPG X870I EDGE TI EVO WIFI,2,AM5
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI MPG Z790 EDGE WIFI DDR5 ATX,7,LGA 1700
AMD X870,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR5,2,Gigabyte X870I AORUS PRO ICE AM5 DDR5 Mini ITX,0,AM5
AMD B850,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI MPG B850 EDGE TI WIFI DDR5 ATX,0,AM5
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650M AORUS PRO AX AM5 DDR5 Micro ATX,4,AM5
AMD A320,Micro ATX,,Gigabyte,32,DDR4,2,Gigabyte A320 GA-A320M-HD2 AM4 DDR4 Micro ATX,4,AM4
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B560 PRIME B560M-A LGA1200 DDR4 Micro ATX,0,LGA 1200
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 3.0 x2",ASRock,256,DDR5,4,ASRock A620 Pro RS DDR5 Micro ATX,4,AM5
AMD B350,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,4,Asus B350 PRIME-PLUS AM4 DDR4 ATX,0,AM4
AMD B650E,ATX,"PCIe 5.0 x4, PCIe 3.0 x2,SATA3 6.0 Gb/s, PCIe 4.0 x4",ASRock,128,DDR5,4,ASRock B650E PG Riptide WiFi AM5 ATX Motherboard,4,AM5
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650 Pro RS DDR5 Micro ATX,0,AM5
AMD B350,ATX,PCIE 3.0 x4,ASUS,64,DDR4,4,ASUS ROG STRIX B350-F GAMING,6,AM4
Intel B460,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte B460M GAMING HD LGA1200 DDR4 Micro ATX,4,LGA 1200
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI B560 M-A PRO LGA1200 DDR4 Micro ATX,6,LGA 1200
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B760 GAMING X AX LGA1700 DDR5 ATX,0,LGA 1700
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z590 PG Velocita DDR4 ATX,6,LGA 1200
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,2,Asus H610 PRIME H610M-E D4-CSM DDR4 Micro ATX,0,LGA 1700
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B650M GAMING PLUS WIFI DDR5 Micro ATX,4,AM5
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,96,DDR5,2,MSI A620 PRO A620M-C EX AM5 DDR5 Micro ATX,0,AM5
AMD X470,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI X470 GAMING PRO AM4 DDR4 ATX,6,AM4
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,4,Asus B450 TUF B450M-PRO GAMING DDR4 Micro ATX,0,AM4
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,192,DDR5,4,Biostar B650 MT-E PRO AM5 DDR5 Micro ATX,4,AM5
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z590 AORUS ELITE LGA1200 DDR4 ATX,6,LGA 1200
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, Wi-Fi Module",MSI,256,DDR5,4,MSI PRO B650-A WIFI AM5 DDR5 ATX,6,AM5
AMD X370,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte X370 GA-AX370M-DS3H AM4 DDR4 Micro ATX,4,AM4
Intel H510,Micro ATX,,ASRock,64,DDR4,2,ASRock H510 M-HVS DDR4 Micro ATX,4,LGA 1200
AMD B350,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte B350 GA-AB350M-D3H AM4 DDR4 Micro ATX,6,AM4
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS Pro B550M-C/CSM,0,AM4
AMD X870E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte X870E AORUS ELITE WIFI7 DDR5 ATX,0,AM5
AMD B850,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B850 PRO B850-S WIFI6E AM5 DDR5 ATX,2,AM5
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B850M Pro Plus WiFi DDR5 Micro ATX,0,AM5
Intel H810,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR5,2,MSI H810 H810M GAMING WIFI6E LGA1851 DDR5 Micro ATX,0,LGA 1851
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI MEG B550 UNIFY-X,6,AM4
AMD B650,ATX,"PCIe 4.0 x4, PCIe 5.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI MPG B650 CARBON WIFI ATX AM5,4,AM5
AMD B450,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock B450 Fatal1ty Gaming-ITX/ac AM4 DDR4 Mini ITX,0,AM4
Intel H470,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte H470M DS3H LGA1200 DDR4 Micro ATX,6,LGA 1200
Intel B460,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B460 AORUS PRO AC DDR4 ATX,6,LGA 1200
Intel B860,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B860 PRO VC WIFI LGA1851 DDR5 ATX,0,LGA 1851
AMD X870E,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x2",ASUS,256,DDR5,4,ASUS ROG CROSSHAIR X870E DARK HERO,4,AM5
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B450M AORUS ELITE DDR4 Micro ATX,0,AM4
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 3.0 x4",MSI,128,DDR4,4,MSI B550M PRO-VDH WIFI,4,AM4
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,Asus PRIME B650M-K-CSM,0,AM5
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,128,DDR4,4,Biostar B450 MX-S AM4 DDR4 Micro ATX,4,AM4
Intel H510,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI H510 H510M PRO LGA1200 DDR4 Micro ATX,4,LGA 1200
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,96,DDR5,2,MSI B650 PRO B650M-B DDR5 Micro ATX,0,AM5
Intel Z490,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z490 ROG MAXIMUS XII EXTREME DDR4 EATX,8,LGA 1200
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z490-H ROG STRIX GAMING LGA1200 DDR4 ATX,6,LGA 1200
Intel Z590,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z590M DDR4 Micro ATX,6,LGA 1200
AMD X670E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI X670E GAMING PLUS WIFI DDR5 ATX,0,AM5
AMD B650,ATX,,ASUS,,DDR5,4,ASUS Pro WS 665-ACE,0,AM5
Intel Z890,EATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI MEG Z890 GODLIKE,4,LGA 1851
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B760M C DDR5 Micro ATX,0,LGA 1700
Intel B460,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B460 M PRO-VDH WIFI DDR4 Micro ATX,0,LGA 1200
Intel H810,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR5,2,MSI H810 PRO H810M-B DDR5 Micro ATX,0,LGA 1851
AMD B650E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS TUF GAMING B650E-PLUS WIFI,0,AM5
AMD X470,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI X470 GAMING PRO MAX DDR4 ATX,6,AM4
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS TUF GAMING B550M-ZAKU (WI-FI),4,AM4
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z790 D LGA1700 DDR4 ATX,6,LGA 1700
Intel B860,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B860 Steel Legend WiFi DDR5 ATX,4,LGA 1851
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,Asus A620 PRIME A620M-K DDR5 Micro ATX,0,AM5
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650 M Pro X3D WiFi AM5 DDR5 Micro ATX,4,AM5
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B850M GAMING PRO WIFI6E DDR5 Micro ATX,0,AM5
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS TUF GAMING B650M-PLUS,0,AM5
AMD X470,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte X470 AORUS GAMING 7 WIFI-50 AM4 DDR4 ATX,6,AM4
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B560M TUF GAMING PLUS DDR4 Micro ATX,6,LGA 1200
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS PRIME B760-PLUS,0,LGA 1700
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650M GAMING X AX AM5 DDR5 Micro ATX,0,AM5
AMD X670E,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS X670E ROG CROSSHAIR HERO WIFI DDR5 ATX,6,AM5
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B850M Steel Legend WiFi DDR5 Micro ATX,0,AM5
AMD X670E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus ROG STRIX X670E-E GAMING WIFI DDR5 ATX,0,AM5
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650M D3HP AX AM5 DDR5 Micro ATX,0,AM5
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,2,Asus ROG Maximus XIII Apex Z590 WIFI DDR4 ATX,8,LGA 1200
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR5,2,ASRock B850 M-A AM5 DDR5 Micro ATX,0,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",NZXT,128,DDR4,4,NZXT N7 Z690 LGA 1700 ATX Motherboard (White),4,LGA 1700
Intel Z490,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI Z490I MEG UNIFY LGA1200 WIFI DDR4 Mini ITX,4,LGA 1200
AMD B840,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,128,DDR5,2,Biostar B840 MT-E AM5 DDR5 Micro ATX,0,AM5
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,128,DDR4,4,Biostar B760 B760MX2-E PRO D4 DDR4 Micro ATX,8,LGA 1700
Intel H810,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,2,Asus H810 PRIME H810M-A LGA1851 DDR5 Micro ATX,4,LGA 1851
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B660 PRO B660M-A WIFI LGA1700 DDR4 Micro ATX,0,LGA 1700
AMD X470,ATX,,Gigabyte,64,DDR4,4,GIGABYTE X470 AORUS Gaming 7 WIFI,0,AM4
AMD B850,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",Sapphire,256,DDR5,4,Sapphire Nitro+ B850M Wi-Fi,4,AM5
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B560 Pro B560M-C/CSM DDR4 Micro ATX,6,LGA 1200
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B850M AORUS PRO WIFI7 DDR5 Micro ATX,0,AM5
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650 PG Lightning WiFi AM5 DDR5 ATX,4,AM5
AMD X670E,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,Asus X670E ROG STRIX I GAMING WIFI DDR5 Mini ITX,0,AM5
AMD B850,ATX,"PCIe 5.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B850 GAMING PRO WIFI6E AM5 DDR5 ATX,4,AM5
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock X570 Creator AM4 DDR4 ATX,8,AM4
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,96,DDR5,2,MSI PRO B650-VC WIFI II DDR5 ATX,0,AM5
